number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_child_weight,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,state,alpha
0,0.001806066601724984,2024-10-26 14:21:42.233889,2024-10-26 14:21:44.973696,0 days 00:00:02.739807,0.5528299514520307,0.01868974260386141,10,99,4.01900401580707,0.9476159904458451,543,35,0.254562590974293,0.15372729334300883,0.8238218711986173,10,COMPLETE,0.1
1,0.001756211231266255,2024-10-26 14:21:44.973943,2024-10-26 14:21:46.065764,0 days 00:00:01.091821,0.6841611920585638,0.028584086447448902,7,55,7.116169373169752,0.9168057521813353,224,55,0.9563461500900806,0.0447859994629779,0.8725641487767997,7,COMPLETE,0.1
2,0.0017862616601573653,2024-10-26 14:21:46.065988,2024-10-26 14:21:47.886248,0 days 00:00:01.820260,0.7799541121177069,0.05405160800202604,5,84,1.1428008536624525,0.08623676841036798,570,93,0.6077056718967693,0.014720249622468984,0.7057447649144302,6,COMPLETE,0.1
3,0.0018167012555737477,2024-10-26 14:21:47.886432,2024-10-26 14:22:01.292121,0 days 00:00:13.405689,0.8037443046971817,0.06694957850091139,13,22,1.2139234553029217,0.1289540014339401,818,222,0.8035987257272166,0.7528662423556781,0.6491603291093342,8,COMPLETE,0.1
4,0.0018479683948355373,2024-10-26 14:22:01.292299,2024-10-26 14:22:01.635735,0 days 00:00:00.343436,0.6785355588170052,0.05596306596581665,3,6,2.878899083085014,0.4155856575556136,223,289,0.5012431140311793,0.16261119175985028,0.6398448050334367,6,COMPLETE,0.1
5,0.0019612880455912554,2024-10-26 14:22:01.635921,2024-10-26 14:22:02.071863,0 days 00:00:00.435942,0.5413495066721812,0.019361994618937034,4,24,3.162088256790427,0.2782230020696006,187,20,0.3005523584859141,0.33879464801270787,0.8133030364159781,9,PRUNED,0.1
6,0.0017112051677000632,2024-10-26 14:22:02.071988,2024-10-26 14:22:03.808302,0 days 00:00:01.736314,0.9949078963114933,0.02667219776911205,16,14,3.1288028973156066,0.3902968075707878,423,28,0.9599416197386411,0.5402582535975005,0.5203452283412111,2,COMPLETE,0.1
7,0.001763433054530223,2024-10-26 14:22:03.808501,2024-10-26 14:22:05.141469,0 days 00:00:01.332968,0.5841008831102155,0.034484330556297745,5,83,3.365260588164782,0.5265477836095359,405,72,0.09349159378348071,0.2360880331095322,0.8375508283055186,7,COMPLETE,0.1
8,0.0017862937331060223,2024-10-26 14:22:05.141650,2024-10-26 14:22:06.239152,0 days 00:00:01.097502,0.8249617585425273,0.0777731708347951,15,70,7.846903401527548,0.24181990833597988,232,31,0.3899185954705612,0.845251486897142,0.5657004389333531,4,PRUNED,0.1
9,0.0017050623218963588,2024-10-26 14:22:06.239275,2024-10-26 14:22:08.021256,0 days 00:00:01.781981,0.8093206869707925,0.04149699352067436,17,53,9.251110255118205,0.3642913362020941,433,24,0.9879024469281591,0.6735476731161414,0.7549785986223743,4,COMPLETE,0.1
10,0.0015890185416464764,2024-10-26 14:22:08.021453,2024-10-26 14:22:12.614041,0 days 00:00:04.592588,0.9325765718253054,0.011181443842479962,19,44,9.873886029532647,0.6598857322686105,956,134,0.7245821871089821,0.9881477706074235,0.9726820887220737,1,COMPLETE,0.1
11,0.0015857805890655949,2024-10-26 14:22:12.614231,2024-10-26 14:22:18.070094,0 days 00:00:05.455863,0.9286765216186763,0.010095108847145384,20,42,9.74952103716659,0.6422305495324939,975,138,0.703420037590159,0.9735502957966514,0.992541873579184,2,COMPLETE,0.1
12,0.0015749206350112355,2024-10-26 14:22:18.070277,2024-10-26 14:22:22.987935,0 days 00:00:04.917658,0.9589482476518661,0.010120429738404126,20,38,9.76535031960944,0.6518241231687275,985,150,0.7007663903638759,0.9641480769790137,0.9995029561197597,1,COMPLETE,0.1
13,0.0016278173671727396,2024-10-26 14:22:22.988118,2024-10-26 14:22:29.497388,0 days 00:00:06.509270,0.8994671964788639,0.010208324731522285,20,37,6.251589102855701,0.7131682543917169,989,176,0.6894679075485888,0.9798960549270906,0.9931585814984589,3,COMPLETE,0.1
14,0.0016001557296070172,2024-10-26 14:22:29.497574,2024-10-26 14:22:33.162465,0 days 00:00:03.664891,0.990858479862276,0.014258535981191303,20,37,8.644047475940969,0.7082469795674058,784,155,0.5479769501628882,0.8448583194249353,0.9287473230978388,1,COMPLETE,0.1
15,0.001664324311659297,2024-10-26 14:22:33.162661,2024-10-26 14:22:36.259033,0 days 00:00:03.096372,0.8909666750961115,0.016567363952639896,12,66,6.048753989692971,0.8235924079229341,829,118,0.78624049361429,0.5467024940752482,0.924818224483291,3,COMPLETE,0.1
16,0.0016247486493029047,2024-10-26 14:22:36.259214,2024-10-26 14:22:40.401356,0 days 00:00:04.142142,0.9336937547884011,0.013054384291327131,18,31,8.32666998047518,0.5670008792243044,698,208,0.8252810125707978,0.8826993061406289,0.906452653180233,1,COMPLETE,0.1
17,0.0016247133079606362,2024-10-26 14:22:40.401544,2024-10-26 14:22:44.513258,0 days 00:00:04.111714,0.8622117330611558,0.022452090192388217,15,47,9.630957291941254,0.8198338780040497,925,188,0.6261917840420157,0.6830747325005094,0.9916782345441344,4,COMPLETE,0.1
18,0.001641240431857181,2024-10-26 14:22:44.513451,2024-10-26 14:22:48.004294,0 days 00:00:03.490843,0.9463718353397819,0.01364590742989642,10,60,7.427551632771376,0.6144848366986408,724,245,0.364974351995743,0.41926238021910434,0.774979596843052,2,COMPLETE,0.1
19,0.001650802604581143,2024-10-26 14:22:48.004635,2024-10-26 14:22:52.767861,0 days 00:00:04.763226,0.7226945714418863,0.09528415024300925,18,29,5.0656725180498405,0.4716294353299723,873,117,0.4399988796451307,0.7510230271849747,0.9419959704952214,2,COMPLETE,0.1
0,0.002545264717752368,2024-10-26 14:22:57.708179,2024-10-26 14:22:59.894259,0 days 00:00:02.186080,0.9576592834298572,0.08739740824223723,6,41,1.967879168859828,0.5266762848777483,740,43,0.996946336414552,0.2574202992598462,0.5550053241909958,7,COMPLETE,0.2
1,0.0024860902231984686,2024-10-26 14:22:59.894437,2024-10-26 14:23:02.340958,0 days 00:00:02.446521,0.8395108036389618,0.06833174205445992,9,7,0.9171365560347287,0.7777310736754135,518,133,0.8586793437959965,0.06599806512568918,0.5370513608259085,2,COMPLETE,0.2
2,0.0025514650485970723,2024-10-26 14:23:02.341151,2024-10-26 14:23:04.846221,0 days 00:00:02.505070,0.7755179217658428,0.0844358672943123,20,62,3.324691492699571,0.4909363542045043,383,82,0.029249096498195404,0.9099473493142466,0.9906220783625702,2,COMPLETE,0.2
3,0.0027441410971264547,2024-10-26 14:23:04.846408,2024-10-26 14:23:08.880053,0 days 00:00:04.033645,0.7858027945635948,0.037458092861602246,15,19,5.165284001371369,0.5660794587964417,330,261,0.2543047544961171,0.9727523228752667,0.6734948565214025,4,COMPLETE,0.2
4,0.0028974624374250545,2024-10-26 14:23:08.880257,2024-10-26 14:23:14.089821,0 days 00:00:05.209564,0.5500480672053256,0.010664738432097474,18,17,6.422291124663567,0.8248355746048923,352,209,0.23463918378877868,0.5477490300081223,0.7501765553772629,5,COMPLETE,0.2
5,0.0026218264422739625,2024-10-26 14:23:14.090014,2024-10-26 14:23:16.381425,0 days 00:00:02.291411,0.5767349281916904,0.06558104030453848,11,69,3.795022529261866,0.1714699118764491,286,60,0.5713217345340137,0.3989465958439311,0.9126759817214691,3,PRUNED,0.2
6,0.002423345356652533,2024-10-26 14:23:16.381558,2024-10-26 14:23:20.484093,0 days 00:00:04.102535,0.9797842329124982,0.06414952863901906,20,5,1.1858857985798965,0.5753484475265491,443,281,0.22866784268616347,0.6170953838836329,0.9806426418741871,3,COMPLETE,0.2
7,0.0026120552314637473,2024-10-26 14:23:20.484283,2024-10-26 14:23:21.075223,0 days 00:00:00.590940,0.9335878514757864,0.08942424348612697,5,57,2.5214493004680505,0.001844965736364168,150,285,0.10878304292436403,0.8961519158972554,0.9776712990953442,10,PRUNED,0.2
8,0.002763228110170423,2024-10-26 14:23:21.075372,2024-10-26 14:23:22.492037,0 days 00:00:01.416665,0.9466332779513087,0.08284692909352047,6,69,0.9678086435908527,0.9420801964647332,579,52,0.3165673181802571,0.2959612123207618,0.686143787040794,6,PRUNED,0.2
9,0.003615556920763066,2024-10-26 14:23:22.492170,2024-10-26 14:23:22.938716,0 days 00:00:00.446546,0.5991864682331961,0.01566804870112612,5,76,3.4968482175137225,0.18510658741328578,115,70,0.6441280387969597,0.7977156606041672,0.8891877840148901,4,PRUNED,0.2
10,0.0025423494365031025,2024-10-26 14:23:22.938841,2024-10-26 14:23:29.227118,0 days 00:00:06.288277,0.6765277351081563,0.035389729927355576,15,92,8.92589291514227,0.376492757724619,875,215,0.4227647089654945,0.6377664922587015,0.8366983240992857,1,COMPLETE,0.2
11,0.0026904303366973104,2024-10-26 14:23:29.227303,2024-10-26 14:23:31.559556,0 days 00:00:02.332253,0.8579937646087618,0.04919588147715155,10,7,0.667287436925712,0.7390897231029541,575,137,0.8042520363591547,0.006474793391585014,0.5379854897202239,1,PRUNED,0.2
12,0.0026764295289059305,2024-10-26 14:23:31.559693,2024-10-26 14:23:34.494734,0 days 00:00:02.935041,0.8644088667397406,0.021425832629375946,9,35,0.018663448183709574,0.6952453758000692,513,139,0.7635126451046569,0.1051858412276171,0.6024196308122257,3,PRUNED,0.2
13,0.0023760385889376365,2024-10-26 14:23:34.494868,2024-10-26 14:23:37.360261,0 days 00:00:02.865393,0.9930255142640725,0.04792729405241848,14,5,6.715326903561498,0.907215431178254,722,176,0.9772137881814701,0.7216697018694573,0.7929763458137586,8,COMPLETE,0.2
14,0.002425179240773129,2024-10-26 14:23:37.360449,2024-10-26 14:23:40.039360,0 days 00:00:02.678911,0.9926388256011005,0.05297699668017041,15,29,7.700010147730391,0.9339384897234541,754,203,0.44034087710142067,0.7275115861253275,0.7968110306963954,9,COMPLETE,0.2
15,0.002474071681312424,2024-10-26 14:23:40.039552,2024-10-26 14:23:51.188566,0 days 00:00:11.149014,0.6924753568602398,0.02849608017806762,18,22,5.759351385022107,0.376848901589539,989,250,0.9870323693230991,0.5376701181146446,0.9234536647402825,8,COMPLETE,0.2
16,0.0024572152622232665,2024-10-26 14:23:51.188761,2024-10-26 14:23:53.705965,0 days 00:00:02.517204,0.8969218652156454,0.05253975007242394,13,47,9.771446319748206,0.9986704891388677,697,298,0.15054581956156754,0.7238024470237332,0.8134245906372987,7,COMPLETE,0.2
17,0.002426876585198723,2024-10-26 14:23:53.706159,2024-10-26 14:23:57.329887,0 days 00:00:03.623728,0.9931084010552973,0.04249172924952001,20,5,7.042209548222388,0.6369214554557096,670,179,0.6950094826357786,0.44180488767819576,0.6947660069922961,6,COMPLETE,0.2
18,0.002569728737964355,2024-10-26 14:23:57.330082,2024-10-26 14:24:01.807746,0 days 00:00:04.477664,0.9066672004311287,0.02639431319584004,17,29,4.385198249173243,0.8589636042558555,857,258,0.3481296805972509,0.6333096939225683,0.8622297857055905,9,PRUNED,0.2
19,0.002618937427343199,2024-10-26 14:24:01.807881,2024-10-26 14:24:07.398102,0 days 00:00:05.590221,0.8176395026321497,0.06544365499220361,13,15,7.938795996898742,0.3526793444531864,443,176,0.5133124815812091,0.8063539876380081,0.9436119543787118,5,PRUNED,0.2
0,0.003394530014214222,2024-10-26 14:24:10.407854,2024-10-26 14:24:11.855703,0 days 00:00:01.447849,0.5992248327232731,0.06379012578208651,4,37,9.323390258143245,0.7951757683826364,588,279,0.6943352872818738,0.5621547367611963,0.7699694543268658,6,COMPLETE,0.3
1,0.0029234678977228612,2024-10-26 14:24:11.855897,2024-10-26 14:24:20.534226,0 days 00:00:08.678329,0.7003799330708879,0.028882357706700387,11,14,2.1568156934282388,0.4086196417840564,729,96,0.569354753237657,0.9715092153752655,0.6715998395748906,8,COMPLETE,0.3
2,0.003456982353108893,2024-10-26 14:24:20.534423,2024-10-26 14:24:21.855585,0 days 00:00:01.321162,0.84125498242931,0.0188779633490324,3,65,2.913297417299503,0.8380440011178145,664,146,0.42581814023562214,0.7653540820515792,0.8745233175672735,3,COMPLETE,0.3
3,0.003194185386151052,2024-10-26 14:24:21.855775,2024-10-26 14:24:26.140099,0 days 00:00:04.284324,0.5612115255039277,0.07920220557845974,16,63,3.42735565298165,0.5878433028200677,800,121,0.8423927870365752,0.6786817477474779,0.7829389650971355,6,COMPLETE,0.3
4,0.0029367175518160028,2024-10-26 14:24:26.140290,2024-10-26 14:24:38.505323,0 days 00:00:12.365033,0.5118902078386827,0.07508102513742572,17,27,0.3577153112668495,0.20835665441846885,798,130,0.7374333303259895,0.4274932584084129,0.5838666810968406,5,COMPLETE,0.3
5,0.003243726948184059,2024-10-26 14:24:38.506070,2024-10-26 14:24:58.771212,0 days 00:00:20.265142,0.9761934097734356,0.03962523858154244,18,22,2.4818288275895437,0.24322386646618432,937,193,0.14611445938288514,0.41939287453947915,0.5878835237994173,3,PRUNED,0.3
6,0.003326646785768083,2024-10-26 14:24:58.771356,2024-10-26 14:25:00.341302,0 days 00:00:01.569946,0.7396408156913306,0.02304267503394964,7,23,3.0769791289973707,0.6759148437343631,208,287,0.8026806911252219,0.2778617868419041,0.9417726574350265,1,PRUNED,0.3
7,0.002863376071769306,2024-10-26 14:25:00.341432,2024-10-26 14:25:30.030352,0 days 00:00:29.688920,0.7095232125947651,0.01813461429313512,15,10,7.8617610351738145,0.2334043519480995,873,297,0.8867676914829942,0.3571508978597311,0.8635379663144953,6,COMPLETE,0.3
8,0.0033785491795302503,2024-10-26 14:25:30.030551,2024-10-26 14:25:31.830694,0 days 00:00:01.800143,0.523078540205603,0.0159472983495518,7,28,0.983706847475561,0.9817377567469086,317,260,0.7099456932158791,0.18040763925713132,0.6848482616295362,1,PRUNED,0.3
9,0.003020330312382383,2024-10-26 14:25:31.830826,2024-10-26 14:25:35.692988,0 days 00:00:03.862162,0.8315929435716143,0.07224084264161372,14,85,3.54652012599102,0.44193688819555343,635,163,0.6829290605328642,0.760292382690338,0.8187916791636057,2,COMPLETE,0.3
10,0.003257627258067203,2024-10-26 14:25:35.693189,2024-10-26 14:25:39.725785,0 days 00:00:04.032596,0.6526592781214827,0.01004529570668712,20,5,7.794407988549501,0.023929330540135352,465,59,0.9967767695915437,0.06856326042905403,0.9664059716579136,10,PRUNED,0.3
11,0.00289550632971554,2024-10-26 14:25:39.725927,2024-10-26 14:25:46.959707,0 days 00:00:07.233780,0.717618423316322,0.035485509519182334,11,11,6.634137370541172,0.358205456842346,990,52,0.4638008913389508,0.9569233505135519,0.6998272317063216,9,COMPLETE,0.3
12,0.003246672000432038,2024-10-26 14:25:46.959905,2024-10-26 14:25:59.482978,0 days 00:00:12.523073,0.8061833367890396,0.04174304167942214,12,46,6.392009202726332,0.2666202350817947,970,214,0.31523366786007073,0.30095057587075924,0.8691506329664828,10,PRUNED,0.3
13,0.0032474396895048646,2024-10-26 14:25:59.483119,2024-10-26 14:26:02.891403,0 days 00:00:03.408284,0.6706514110507927,0.012902029940636684,10,8,5.745072255449624,0.0678844954502561,890,23,0.2963533164503934,0.9524656692750255,0.6923370692021854,8,PRUNED,0.3
14,0.0029208575859931115,2024-10-26 14:26:02.891539,2024-10-26 14:26:11.624342,0 days 00:00:08.732803,0.9141934172710731,0.029667396105324394,14,100,7.6648633938291715,0.3500783319743801,999,224,0.5276043352625163,0.5827105743356553,0.530385462282977,8,COMPLETE,0.3
15,0.0027630536626740143,2024-10-26 14:26:11.624537,2024-10-26 14:26:18.276264,0 days 00:00:06.651727,0.7656939442069586,0.046596564315728076,9,42,9.943486518100816,0.14256507650074732,849,60,0.11610153698063846,0.8493690835318644,0.8862577492931485,5,COMPLETE,0.3
16,0.0031177223859932763,2024-10-26 14:26:18.276451,2024-10-26 14:26:22.193237,0 days 00:00:03.916786,0.7880045246679841,0.05433628849401734,8,52,9.845722104890408,0.1470352881038483,503,90,0.022257104380052795,0.8143462784948172,0.8999005738060891,5,PRUNED,0.3
17,0.003005933773911968,2024-10-26 14:26:22.193382,2024-10-26 14:26:39.683543,0 days 00:00:17.490161,0.6301239777606062,0.022138736940652715,14,39,8.553028062090313,0.1123982935266037,854,179,0.9885230312760398,0.017061512064734496,0.9985300255702669,7,PRUNED,0.3
18,0.0030797082180517806,2024-10-26 14:26:39.683680,2024-10-26 14:26:42.739518,0 days 00:00:03.055838,0.882893966664307,0.09731747697250023,9,64,4.5533892387011115,0.5273951031746044,722,246,0.006913717530588184,0.45721502459598773,0.8295421823322751,4,PRUNED,0.3
19,0.0029977766758765927,2024-10-26 14:26:42.739650,2024-10-26 14:26:44.463793,0 days 00:00:01.724143,0.7623437181890731,0.046342438935232606,5,76,8.486547652180507,0.00986234734538291,460,29,0.18678466768234347,0.29402811386652083,0.947517967841454,4,PRUNED,0.3
0,0.0039098696829653595,2024-10-26 14:26:51.126268,2024-10-26 14:27:18.201194,0 days 00:00:27.074926,0.5174014392078315,0.07230846721457158,18,24,3.602386716279279,0.28906678240512207,990,253,0.8279449051000094,0.9618221920451195,0.5018441831119569,3,COMPLETE,0.4
1,0.0035677664792782976,2024-10-26 14:27:18.201384,2024-10-26 14:27:19.251033,0 days 00:00:01.049649,0.8292278732536527,0.02694269771613495,7,20,5.93924371037821,0.8439740750507911,138,62,0.7162973679760565,0.4030099901776095,0.9085829538870536,10,COMPLETE,0.4
2,0.003341404286541588,2024-10-26 14:27:19.251221,2024-10-26 14:27:27.455516,0 days 00:00:08.204295,0.8881769235482553,0.022812616695893677,17,54,1.4472730073094224,0.4245806864279328,648,213,0.334676458683001,0.02915479291909373,0.9624683368649877,8,COMPLETE,0.4
3,0.0034304204874221022,2024-10-26 14:27:27.455708,2024-10-26 14:27:31.482589,0 days 00:00:04.026881,0.5271813528739862,0.011981139757844008,17,20,3.3265482489291656,0.7427838322776593,578,52,0.3967975897819158,0.6332399807710888,0.8610651440539225,1,COMPLETE,0.4
4,0.004001955327095074,2024-10-26 14:27:31.482780,2024-10-26 14:27:31.928311,0 days 00:00:00.445531,0.5747759886688917,0.06014071812620078,4,60,6.70147429964259,0.6961749070321155,192,258,0.6045075956522529,0.6868163887072897,0.5653193933713414,3,COMPLETE,0.4
5,0.003283135214190296,2024-10-26 14:27:31.928498,2024-10-26 14:27:36.708158,0 days 00:00:04.779660,0.7416946163396718,0.036485743322095573,13,23,8.632339358331809,0.9413613710904554,611,225,0.11979194307658103,0.7320855833793256,0.5841323387355861,9,COMPLETE,0.4
6,0.0032273645227392004,2024-10-26 14:27:36.708350,2024-10-26 14:27:40.629786,0 days 00:00:03.921436,0.8674165706835564,0.025830924305009648,18,65,2.9068496400288226,0.39201545786221226,175,212,0.13547828884064073,0.5511748935285676,0.9201235674857288,10,COMPLETE,0.4
7,0.0033627727898150332,2024-10-26 14:27:40.629971,2024-10-26 14:27:48.880671,0 days 00:00:08.250700,0.5876609638834074,0.057990072373231664,13,20,1.8262366766252185,0.09334961793464136,513,137,0.49780724403558163,0.711452267296998,0.7519673254677397,6,COMPLETE,0.4
8,0.005270988312057124,2024-10-26 14:27:48.880870,2024-10-26 14:27:50.265674,0 days 00:00:01.384804,0.5958688843470838,0.010249870296913908,10,80,5.300641294911998,0.2642166015709314,169,62,0.005660285869901638,0.13266759274508633,0.868022364108163,3,PRUNED,0.4
9,0.003509874298289056,2024-10-26 14:27:50.265809,2024-10-26 14:27:56.011538,0 days 00:00:05.745729,0.708162455624417,0.016814403818084436,9,70,4.011651369629057,0.11582247921098132,684,238,0.9241318055921782,0.3829566219359476,0.6315932107287567,7,PRUNED,0.4
10,0.003391153413114007,2024-10-26 14:27:56.011671,2024-10-26 14:27:59.738049,0 days 00:00:03.726378,0.9948838189415995,0.039375231885197766,20,100,0.14946434517992113,0.5471876354818589,335,159,0.18786605140735935,0.2620331629577403,0.7388605782602491,5,COMPLETE,0.4
11,0.003450122767479489,2024-10-26 14:27:59.738236,2024-10-26 14:28:03.027382,0 days 00:00:03.289146,0.7493440173390682,0.038892913605653265,14,43,9.74341571671781,0.9314959255272229,409,293,0.007508171108599138,0.8800563631588011,0.7235074561704166,10,PRUNED,0.4
12,0.003224562378113444,2024-10-26 14:28:03.027519,2024-10-26 14:28:13.232346,0 days 00:00:10.204827,0.8498356495518444,0.019405515012581948,14,39,8.379388287003586,0.5776345375061029,819,195,0.2016586957521715,0.5490641353419528,0.6379533703808742,9,COMPLETE,0.4
13,0.0033246641341147243,2024-10-26 14:28:13.232534,2024-10-26 14:28:23.140334,0 days 00:00:09.907800,0.8874335522473651,0.017152225990151863,15,41,7.418349399191405,0.5277421552056916,897,180,0.25386874296983547,0.5676354686365507,0.9958435123810826,8,COMPLETE,0.4
14,0.0030569546135910345,2024-10-26 14:28:23.140536,2024-10-26 14:28:35.501903,0 days 00:00:12.361367,0.841375133777851,0.019168792473899274,20,42,7.826092121201411,0.3188964176753018,893,110,0.14450089125531407,0.489222727432995,0.673145515138418,10,COMPLETE,0.4
15,0.0033090338535541547,2024-10-26 14:28:35.502111,2024-10-26 14:28:43.212818,0 days 00:00:07.710707,0.975988945090063,0.017049706309424924,20,44,8.129740195435911,0.6288261874226482,797,112,0.3926565349483257,0.4221163640958839,0.6660420736694495,8,COMPLETE,0.4
16,0.0033074300885373707,2024-10-26 14:28:43.213012,2024-10-26 14:28:54.327727,0 days 00:00:11.114715,0.8147111262635061,0.014048999105897592,11,8,9.873592593367153,0.24060450653986606,821,104,0.2689727336009503,0.26902573834254845,0.796362706100868,6,COMPLETE,0.4
17,0.003353346871316579,2024-10-26 14:28:54.327952,2024-10-26 14:28:59.882736,0 days 00:00:05.554784,0.6794909850746282,0.021074786352342046,6,34,8.824433627046531,0.4417703067550748,985,97,0.10447488447507278,0.8197619962891874,0.6778092578344472,9,PRUNED,0.4
18,0.0033819171187169177,2024-10-26 14:28:59.882883,2024-10-26 14:29:02.909670,0 days 00:00:03.026787,0.9400355830064668,0.019670954779640294,16,34,6.912282459990255,0.020173361140189305,749,24,0.5023787076765444,0.4948461440214044,0.5898439701374295,9,PRUNED,0.4
19,0.003280630705142999,2024-10-26 14:29:02.909808,2024-10-26 14:29:22.728796,0 days 00:00:19.818988,0.8012675415769053,0.030503318965797575,20,6,7.751145706856704,0.35010470181598824,883,182,0.25399949494511154,0.2648292965345068,0.5092290513258515,4,COMPLETE,0.4
0,0.0037017811967820246,2024-10-26 14:29:35.086316,2024-10-26 14:29:39.384102,0 days 00:00:04.297786,0.704598213736163,0.02747806790532728,7,85,5.993065791409838,0.10887586663242443,951,124,0.07444154486071053,0.31297140936061674,0.5024184544635386,1,COMPLETE,0.5
1,0.004208788137873066,2024-10-26 14:29:39.384290,2024-10-26 14:29:41.095263,0 days 00:00:01.710973,0.7237844985309465,0.010889416860850865,7,73,2.189082400392763,0.022620340365143154,266,229,0.10834773280738741,0.5690621254201659,0.5679127091295167,5,COMPLETE,0.5
2,0.004084268239873655,2024-10-26 14:29:41.095450,2024-10-26 14:29:57.266852,0 days 00:00:16.171402,0.5028086935893546,0.08542929883288608,16,36,8.070472031141284,0.09799452390319574,927,153,0.269126767059525,0.11198551997519635,0.6049506739399031,6,COMPLETE,0.5
3,0.0035824646811454253,2024-10-26 14:29:57.267057,2024-10-26 14:30:03.987615,0 days 00:00:06.720558,0.5462246757796402,0.01909060686560815,10,24,1.378600282055759,0.1893209677379698,359,284,0.07764319646854889,0.44941876588528673,0.8832028971074085,4,COMPLETE,0.5
4,0.003475064381191928,2024-10-26 14:30:03.987807,2024-10-26 14:30:10.893254,0 days 00:00:06.905447,0.9626789841342407,0.04750249188863679,15,27,3.0978345407952896,0.5697960999126636,816,298,0.7159335903400608,0.17893052850244195,0.6587413843496618,8,COMPLETE,0.5
5,0.003257631980655272,2024-10-26 14:30:10.893451,2024-10-26 14:30:16.855002,0 days 00:00:05.961551,0.8854896630796985,0.011394287684936149,18,30,4.72696733220972,0.07829835091122916,971,40,0.9763259818419339,0.6048569515097384,0.7050836551441566,3,COMPLETE,0.5
6,0.003496232618678661,2024-10-26 14:30:16.855192,2024-10-26 14:30:28.011741,0 days 00:00:11.156549,0.6538739563985042,0.011658741295578907,11,27,8.611550059109796,0.4366640361536466,641,242,0.49087932835089665,0.7831984872710895,0.980765530638905,9,COMPLETE,0.5
7,0.0032327141318551373,2024-10-26 14:30:28.011941,2024-10-26 14:30:30.172836,0 days 00:00:02.160895,0.9594850060734416,0.03149854671971631,18,78,4.441732106881982,0.4361045941417875,165,114,0.5837542149652861,0.86929227101982,0.6481232523471787,6,COMPLETE,0.5
8,0.0038004615845738297,2024-10-26 14:30:30.173039,2024-10-26 14:30:33.285383,0 days 00:00:03.112344,0.5570858787924489,0.010239407641746434,5,27,8.549187549776295,0.5606983060344077,900,262,0.37305716019866986,0.33284995442587817,0.7147850305659054,8,PRUNED,0.5
