number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_child_weight,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,state,quantile
19,0.004585599912173073,2024-10-17 22:02:46.282658,2024-10-17 22:02:54.196240,0 days 00:00:07.913582,0.00024232472581914945,0.6338328971862681,0.01000607959366681,17,7,7.230057042940059,0.8641029897500034,908,85,0.6735418762845344,0.0006512701079578465,0.5306712116728636,2,COMPLETE,0.6
0,0.008643296361328281,2024-10-17 22:03:54.939207,2024-10-17 22:03:55.848227,0 days 00:00:00.909020,0.001842036914355314,0.7986111121047939,0.031808104248979154,6,77,7.472464795970596,0.07825907094717033,164,243,0.6563371052308506,0.5719500132934507,0.973660008850991,7,COMPLETE,0.7
1,0.02725575834617769,2024-10-17 22:03:55.848462,2024-10-17 22:03:57.288121,0 days 00:00:01.439659,0.02135575376875886,0.7032866568524903,0.08675703449613033,12,70,8.961386697046738,0.3789475604605793,302,31,0.23175829288165706,0.6179857713175725,0.5164770945830812,10,COMPLETE,0.7
2,0.02725575834617769,2024-10-17 22:03:57.288359,2024-10-17 22:03:57.928222,0 days 00:00:00.639863,0.34223353142392005,0.5149641442589947,0.031056778388683957,16,42,2.15860538732563,0.4957792596980656,124,33,0.37870365312308596,0.3695531741654793,0.5687191444511792,2,COMPLETE,0.7
3,0.02725575834617769,2024-10-17 22:03:57.928458,2024-10-17 22:04:00.317586,0 days 00:00:02.389128,0.25728226526004533,0.8479949997158864,0.013503019531427319,6,72,5.694821319561489,0.5185460788461264,532,186,0.6831267420766557,0.642696978957755,0.7792897638284847,5,COMPLETE,0.7
4,0.005830172114725931,2024-10-17 22:04:00.317822,2024-10-17 22:04:05.936896,0 days 00:00:05.619074,0.0008490299470087304,0.8391337040621504,0.023572645147275917,11,63,4.291706528841052,0.4164054433070393,823,55,0.4994865313461412,0.9218751693366846,0.6968742186127478,2,COMPLETE,0.7
5,0.02725575834617769,2024-10-17 22:04:05.937133,2024-10-17 22:04:19.669980,0 days 00:00:13.732847,0.021286407438117085,0.6584339342145091,0.01571892042823054,13,36,3.409286943423063,0.1938808434929018,819,218,0.374216144199363,0.5175455350687964,0.6907879556297394,5,COMPLETE,0.7
6,0.004905156356823733,2024-10-17 22:04:19.670209,2024-10-17 22:04:22.174800,0 days 00:00:02.504591,0.0004141586155526714,0.7584647054234875,0.053219573531261666,14,91,1.6822719181169685,0.9790203722088652,722,171,0.6008490454155464,0.7416918638335387,0.8529609806479972,8,COMPLETE,0.7
7,0.02725575834617769,2024-10-17 22:04:22.175030,2024-10-17 22:04:25.169517,0 days 00:00:02.994487,0.19539606556535496,0.7735340845104968,0.03486574780968293,7,42,8.655440455794876,0.71297797092009,794,233,0.8650412655233958,0.2396662024479581,0.713257306728245,10,COMPLETE,0.7
8,0.02725575834617769,2024-10-17 22:04:25.169750,2024-10-17 22:04:29.959588,0 days 00:00:04.789838,0.020958605027039567,0.5157397642455122,0.03597800045128921,11,22,3.1267203002415647,0.41632067561466546,500,102,0.7889878204748982,0.7280803523901879,0.7456074522687433,4,COMPLETE,0.7
9,0.018171767169434475,2024-10-17 22:04:29.959825,2024-10-17 22:04:33.147291,0 days 00:00:03.187466,0.004889694338717899,0.6164374439994094,0.042647809531587616,10,60,4.25681151453889,0.4120992263687677,364,253,0.5894346265616958,0.39920288007059546,0.9220038226315673,4,COMPLETE,0.7
10,0.004632682994363925,2024-10-17 22:04:33.147687,2024-10-17 22:04:35.417192,0 days 00:00:02.269505,0.0003153604072030766,0.9701961102811633,0.07290256115201897,20,99,0.15693038416655836,0.9464518485039862,679,132,0.014200551859732458,0.04764667983391779,0.8588750896189618,8,COMPLETE,0.7
11,0.004453537617093907,2024-10-17 22:04:35.417426,2024-10-17 22:04:38.479665,0 days 00:00:03.062239,0.0001203157233962347,0.9825305442136177,0.07396150783439993,20,93,0.1957151183346022,0.972746780501979,984,136,0.07014263308672142,0.06084978243016463,0.8564489110889176,8,COMPLETE,0.7
12,0.004416048018357901,2024-10-17 22:04:38.479907,2024-10-17 22:04:41.083094,0 days 00:00:02.603187,0.00011763229841985954,0.9980942260451542,0.09906706501787463,20,99,0.5419538393018313,0.9997992867613379,994,117,0.023775062573093145,0.032291221189903144,0.8506935861444069,8,COMPLETE,0.7
13,0.004461958311304911,2024-10-17 22:04:41.083335,2024-10-17 22:04:44.361380,0 days 00:00:03.278045,0.00010835393552786977,0.9964378513565381,0.060909191732450164,20,87,0.028204819400253656,0.78267375121246,948,100,0.0010341036767194424,0.046591689057497554,0.830892961532603,8,COMPLETE,0.7
14,0.004362155101616388,2024-10-17 22:04:44.361629,2024-10-17 22:04:47.167029,0 days 00:00:02.805400,0.00016043905636739845,0.9145237959769188,0.0996547414879918,17,96,1.5813752737569862,0.8145350412074697,997,296,0.15359072363910198,0.18871483989940596,0.9285673563265915,7,COMPLETE,0.7
15,0.008074684962964842,2024-10-17 22:04:47.167253,2024-10-17 22:04:51.718458,0 days 00:00:04.551205,0.0016468105246947356,0.9016902840261003,0.09233008459161737,17,6,1.7078063727987476,0.7761211236913543,916,282,0.20564331998394458,0.20300032569437731,0.9495736081278958,6,COMPLETE,0.7
16,0.0045451640869682425,2024-10-17 22:04:51.718696,2024-10-17 22:04:55.131640,0 days 00:00:03.412944,0.00030320109179989235,0.9143555360632138,0.09966074190476451,17,81,5.954337077483277,0.6547837656994959,988,295,0.1788398931881915,0.20479348847032988,0.9105103793232775,9,COMPLETE,0.7
17,0.016862070791457472,2024-10-17 22:04:55.131867,2024-10-17 22:04:56.301670,0 days 00:00:01.169803,0.004544705837637404,0.9252553954000327,0.053015026185974576,3,98,1.1246392782136208,0.8500180894709384,647,196,0.30864207019193224,0.33672369271492386,0.8045747989124009,7,COMPLETE,0.7
18,0.005728191968981745,2024-10-17 22:04:56.301903,2024-10-17 22:05:01.059093,0 days 00:00:04.757190,0.000768755443116062,0.881910701561476,0.02200214619349311,15,85,2.8146613531009397,0.867617209007859,883,87,0.12356176264260524,0.1569621060749714,0.9880106721040065,6,COMPLETE,0.7
19,0.02725575834617769,2024-10-17 22:05:01.059325,2024-10-17 22:05:04.138569,0 days 00:00:03.079244,0.0921916411932022,0.941870153904863,0.06808881523290067,18,52,1.2807372382580042,0.609625069709369,614,139,0.30666206908638405,0.0135513353958574,0.634114176405099,9,COMPLETE,0.7
0,0.02593557513253151,2024-10-17 22:05:20.656996,2024-10-17 22:05:28.014371,0 days 00:00:07.357375,0.025115509196177936,0.6311372494557128,0.05320046738583877,17,17,3.0249614643980447,0.329640501266266,804,178,0.1380352436952259,0.367556776579275,0.9677282756683734,1,COMPLETE,0.8
1,0.02593557513253151,2024-10-17 22:05:28.014605,2024-10-17 22:05:29.659764,0 days 00:00:01.645159,0.00790786800994978,0.9873654215654188,0.019846645094142402,6,32,5.731807665373512,0.9544749048171571,357,41,0.4363190492964044,0.0077592899001655,0.998698872690577,10,COMPLETE,0.8
2,0.02593557513253151,2024-10-17 22:05:29.659993,2024-10-17 22:05:33.611650,0 days 00:00:03.951657,0.09093488211769532,0.518498186060047,0.036724862434410685,20,89,7.942594462862546,0.5081731563921891,874,248,0.2501436547888385,0.9771262461902295,0.7827243249060619,3,COMPLETE,0.8
3,0.005101632305539639,2024-10-17 22:05:33.611876,2024-10-17 22:05:33.803334,0 days 00:00:00.191458,0.00010247629233103455,0.5187822682524902,0.027692703337600707,3,51,0.9862612379529014,0.33308881566530946,117,196,0.9193494384612443,0.8395156145179004,0.6136909999266273,6,COMPLETE,0.8
4,0.0045882206759107836,2024-10-17 22:05:33.803556,2024-10-17 22:05:37.577574,0 days 00:00:03.774018,0.00035733654810567834,0.7615786394178676,0.032692908567604984,14,6,0.06573329675832118,0.7998380248824785,651,251,0.6983534502633277,0.5194593853849618,0.8742662660908702,2,COMPLETE,0.8
5,0.02593557513253151,2024-10-17 22:05:37.577804,2024-10-17 22:05:44.614505,0 days 00:00:07.036701,0.01109284798985251,0.7184959962808689,0.027528313909607204,8,5,2.3158895359591067,0.22917082693361146,756,113,0.1579597007265564,0.7268431700145547,0.5575621251910527,3,COMPLETE,0.8
6,0.02593557513253151,2024-10-17 22:05:44.614735,2024-10-17 22:05:45.229413,0 days 00:00:00.614678,0.057621736700520655,0.6377577473452307,0.06598761960075072,3,8,1.485241823364933,0.7184289364288113,348,20,0.9157769203503823,0.44154491644062266,0.8556427285284638,3,COMPLETE,0.8
7,0.005662132711142424,2024-10-17 22:05:45.229640,2024-10-17 22:05:47.859556,0 days 00:00:02.629916,0.0008679167541778467,0.5768488468718465,0.07386032580712375,9,22,2.8158161820717424,0.3537509944062508,637,26,0.7623247274861317,0.4873667346511297,0.8987331427803095,9,COMPLETE,0.8
8,0.017610437684019882,2024-10-17 22:05:47.859791,2024-10-17 22:05:48.862316,0 days 00:00:01.002525,0.005252549924088042,0.5477267375070917,0.02729124441299028,3,95,4.262272340404063,0.4367771396329424,616,61,0.40899578319683816,0.8226557964033567,0.8047038992901925,6,COMPLETE,0.8
9,0.005115571299945719,2024-10-17 22:05:48.862538,2024-10-17 22:05:51.394811,0 days 00:00:02.532273,0.0006417188263556572,0.5980703592077838,0.06466207956260908,16,35,3.643167037547301,0.5828466391523116,589,62,0.28742038408893333,0.17629092955309045,0.8069460649671311,3,COMPLETE,0.8
10,0.02593557513253151,2024-10-17 22:05:51.395192,2024-10-17 22:06:02.742613,0 days 00:00:11.347421,0.6006553147690776,0.8837503364505559,0.010932889242561151,14,68,9.773029644993557,0.026925559296822166,960,299,0.6672694701873456,0.6488286779931851,0.6792229988883902,1,COMPLETE,0.8
11,0.004866016359652233,2024-10-17 22:06:02.742860,2024-10-17 22:06:03.867767,0 days 00:00:01.124907,0.00012091925790113816,0.7823368398403076,0.01711465245272003,12,54,0.0645275876355198,0.8309400537888958,133,208,0.9555868486498282,0.96349408361569,0.6792687652393867,6,COMPLETE,0.8
12,0.004908264731570227,2024-10-17 22:06:03.868000,2024-10-17 22:06:06.672046,0 days 00:00:02.804046,0.00013246774396944415,0.8044671915355793,0.01480957263701182,13,58,0.09253827043649543,0.8715430600889117,435,235,0.710649504595535,0.6084121512560812,0.6977936599423075,8,COMPLETE,0.8
13,0.005197241408349426,2024-10-17 22:06:06.672288,2024-10-17 22:06:07.942824,0 days 00:00:01.270536,0.0006628700463065588,0.8121369495034678,0.040363454362471574,11,74,0.16397191746591416,0.7935546833982197,266,243,0.9910380377528456,0.9874266352505933,0.7050941043772126,5,COMPLETE,0.8
14,0.008916984148885448,2024-10-17 22:06:07.943060,2024-10-17 22:06:10.245471,0 days 00:00:02.302411,0.0020406357283703084,0.7498883425054702,0.017597776311185,12,44,5.726336373585888,0.6877731880363092,168,125,0.5752946302725886,0.2579242227134376,0.901679289373298,5,COMPLETE,0.8
15,0.0047006619117345135,2024-10-17 22:06:10.245708,2024-10-17 22:06:13.068489,0 days 00:00:02.822781,0.00027640550061403153,0.8712919557381197,0.011340992063895924,16,69,1.730701189296676,0.9848469700276468,524,300,0.7991520762911872,0.5757755704568335,0.6167386541242396,7,COMPLETE,0.8
16,0.0044608417447794015,2024-10-17 22:06:13.068715,2024-10-17 22:06:14.008318,0 days 00:00:00.939603,0.00033943402121037244,0.8989135201886285,0.09596381630560495,19,77,1.686868309070782,0.9979965935085425,500,283,0.7947517852039203,0.5817588386020863,0.5017519965534869,7,COMPLETE,0.8
17,0.009033664555475322,2024-10-17 22:06:14.008547,2024-10-17 22:06:15.349783,0 days 00:00:01.341236,0.0022965529626653826,0.9967106713082217,0.09046321467234926,19,84,5.321641085534539,0.6583129447058083,495,257,0.5866402695998418,0.36664958555314253,0.5042318477857638,8,COMPLETE,0.8
18,0.00818615622388477,2024-10-17 22:06:15.350011,2024-10-17 22:06:16.999258,0 days 00:00:01.649247,0.0018880032797245893,0.8915062947960899,0.09851242735593828,18,80,7.517202430890803,0.910139764978622,746,268,0.8264457106640952,0.7172284339310306,0.7401166555578556,4,COMPLETE,0.8
19,0.00456629071860219,2024-10-17 22:06:16.999499,2024-10-17 22:06:19.462233,0 days 00:00:02.462734,0.00031629813789745486,0.6939274330142791,0.04805306957038553,15,99,1.190906899589387,0.7850470748267832,682,213,0.0018384141376894814,0.540797965873816,0.8734867623692669,2,COMPLETE,0.8
0,0.024615391918885326,2024-10-17 22:06:24.935946,2024-10-17 22:06:26.496285,0 days 00:00:01.560339,0.04979107486567659,0.5171474375786831,0.02426294825988059,12,96,2.380033776057233,0.9653996045140472,708,187,0.10749515524469377,0.2514997070483366,0.7790001026174149,7,COMPLETE,0.9
1,0.00472856339858435,2024-10-17 22:06:26.496507,2024-10-17 22:06:27.489878,0 days 00:00:00.993371,0.0004002427537582813,0.6809095053406027,0.03354171130939288,15,54,1.5545800845640918,0.6142584441424144,199,148,0.5173297573482768,0.5138508748619477,0.814178967949746,6,COMPLETE,0.9
2,0.024615391918885326,2024-10-17 22:06:27.490112,2024-10-17 22:06:28.901423,0 days 00:00:01.411311,0.06874428987561494,0.8906548109988193,0.025695448401580973,3,37,2.5924318210948285,0.8869825149324243,963,218,0.5587153183649286,0.9785392605441974,0.5648881141823149,2,COMPLETE,0.9
3,0.024615391918885326,2024-10-17 22:06:28.901653,2024-10-17 22:06:29.783480,0 days 00:00:00.881827,0.06277024942610872,0.6545482827405232,0.043715374193248474,4,73,7.5646637954828435,0.408979101082494,487,286,0.9167802329925697,0.6429566361564872,0.597850313428735,4,COMPLETE,0.9
4,0.00481504992896197,2024-10-17 22:06:29.783702,2024-10-17 22:06:30.485902,0 days 00:00:00.702200,0.0005659381109376997,0.5574184261528434,0.06010988744255277,3,67,8.016719590365641,0.9691425347319524,424,239,0.7260306045548457,0.11332787611560746,0.9972679807256061,9,COMPLETE,0.9
5,0.024615391918885326,2024-10-17 22:06:30.486140,2024-10-17 22:06:32.896173,0 days 00:00:02.410033,0.2318595484952639,0.739508966655299,0.028291949069765496,10,50,8.402113085533202,0.48017332483958886,650,299,0.12003269388939242,0.9671640958671652,0.7757815602938067,4,COMPLETE,0.9
6,0.006209785992909186,2024-10-17 22:06:32.896407,2024-10-17 22:06:33.738151,0 days 00:00:00.841744,0.001624728182448033,0.9824387043110414,0.09044614741964753,18,35,5.361019578401005,0.5187535591359537,403,23,0.021620387664263774,0.16658392046208426,0.554649188691053,6,COMPLETE,0.9
7,0.011115401462725908,2024-10-17 22:06:33.738389,2024-10-17 22:06:34.476726,0 days 00:00:00.738337,0.003470758388222358,0.7393489772919286,0.033557719792637254,3,36,5.182136816056457,0.4696949575163354,509,22,0.9123862404880724,0.4946778343254322,0.545914532726459,7,COMPLETE,0.9
8,0.004874643900354732,2024-10-17 22:06:34.476957,2024-10-17 22:06:38.747499,0 days 00:00:04.270542,0.00015784323908660567,0.7306458262050349,0.031180044791007312,15,99,0.8975042906626557,0.2072119843797583,762,202,0.45099050778729677,0.5922823674312063,0.5381613792302687,5,COMPLETE,0.9
9,0.008700066985719809,2024-10-17 22:06:38.747727,2024-10-17 22:06:40.053281,0 days 00:00:01.305554,0.002601567056770011,0.8855474503067664,0.06383101557270417,17,84,4.566304547120471,0.3827303392837107,514,262,0.728844346131369,0.6786872611552363,0.5298480327339108,7,COMPLETE,0.9
10,0.00502788902810568,2024-10-17 22:06:40.053508,2024-10-17 22:06:41.672549,0 days 00:00:01.619041,0.00010218716345795521,0.6348384589663277,0.013074392851958798,20,20,0.0371449798766188,0.7239182571205431,137,116,0.3694555456445927,0.38621959570655906,0.9065515645351224,10,COMPLETE,0.9
11,0.00466262030204053,2024-10-17 22:06:41.672778,2024-10-17 22:06:42.449468,0 days 00:00:00.776690,0.0005357577099194591,0.5175223382186463,0.050450851529763474,9,67,9.439467280687602,0.7347255219026863,209,123,0.6660814373621404,0.0696035297999903,0.9908685299871169,10,COMPLETE,0.9
12,0.005430382802948353,2024-10-17 22:06:42.449699,2024-10-17 22:06:43.258684,0 days 00:00:00.808985,0.0004885899166713861,0.6080373240672967,0.017631867056195506,8,58,9.817534891379294,0.6963127590546683,121,98,0.6287022297279428,0.023323839051887577,0.8762525885845148,1,COMPLETE,0.9
13,0.024615391918885326,2024-10-17 22:06:43.258912,2024-10-17 22:06:44.394126,0 days 00:00:01.135214,0.008358779843936766,0.5067691885900716,0.04564792654463985,14,8,3.2036746124579096,0.6843182231955065,274,131,0.2902698974497001,0.3639913289280836,0.6659681373385875,9,COMPLETE,0.9
14,0.004600353232748496,2024-10-17 22:06:44.394357,2024-10-17 22:06:45.033218,0 days 00:00:00.638861,0.00044514581724268014,0.8319397187326643,0.08688356341282667,7,51,6.555654376772156,0.8126380287537323,269,162,0.737012873134458,0.8006237958881379,0.9972522475070025,10,COMPLETE,0.9
15,0.005363543660632588,2024-10-17 22:06:45.033448,2024-10-17 22:06:45.718807,0 days 00:00:00.685359,0.0011377147635818676,0.8464124656616514,0.09999458364798175,7,78,9.943308243983799,0.8169714926691127,299,78,0.7889294254823132,0.8539498173673961,0.9939203282277209,10,COMPLETE,0.9
16,0.024615391918885326,2024-10-17 22:06:45.719036,2024-10-17 22:06:46.469502,0 days 00:00:00.750466,0.01786480249369656,0.8404618010200481,0.06845663522428319,7,63,6.643973775872051,0.8062542049758017,292,174,0.8393481896385431,0.7842091922832158,0.9214732781738466,9,COMPLETE,0.9
17,0.018305968516712234,2024-10-17 22:06:46.469852,2024-10-17 22:06:49.537407,0 days 00:00:03.067555,0.006015662751635206,0.9649096840065049,0.07776888060151928,10,47,6.6377290956314745,0.017646925556917714,353,74,0.6626840396385474,0.7573760562041959,0.6990715595982546,8,COMPLETE,0.9
18,0.005012942035986469,2024-10-17 22:06:49.537643,2024-10-17 22:06:50.177287,0 days 00:00:00.639644,0.0001992264465493062,0.802147330579233,0.04922603728429656,6,83,9.195659551006816,0.5933944163453051,194,159,0.9972526830339875,0.30736065825236736,0.9432810754847085,10,COMPLETE,0.9
19,0.024615391918885326,2024-10-17 22:06:50.177519,2024-10-17 22:06:51.713359,0 days 00:00:01.535840,0.9807983012236381,0.7932248953827608,0.05258704874968819,10,23,6.531566230658046,0.8165427257246007,611,66,0.40435574923467255,0.4832320814238273,0.8428200396841741,8,COMPLETE,0.9
