number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state,alpha
0,0.0017877433781275502,2024-10-26 15:30:22.842591,2024-10-26 15:30:24.816338,0 days 00:00:01.973747,0.6324351815508846,0.09277951804498293,3,372,4.322793326614635,6.927429768691356,0.9762629290299524,COMPLETE,0.1
1,0.0017827205816030173,2024-10-26 15:30:24.816571,2024-10-26 15:30:25.720828,0 days 00:00:00.904257,0.852392639237538,0.09914733411403362,8,154,6.484445561647943,0.4328533832027941,0.6385264342607839,COMPLETE,0.1
2,0.0017533615796621017,2024-10-26 15:30:25.721039,2024-10-26 15:30:29.308143,0 days 00:00:03.587104,0.6127700610424065,0.0638623548836172,5,806,3.4409379486664964,6.082757135049072,0.4377040477783604,COMPLETE,0.1
3,0.0017434728090620667,2024-10-26 15:30:29.308360,2024-10-26 15:30:32.152022,0 days 00:00:02.843662,0.9142019209774593,0.05959526034340989,8,512,9.66045170469655,2.084986727903636,0.6941730176065257,COMPLETE,0.1
4,0.0017243751339618915,2024-10-26 15:30:32.152219,2024-10-26 15:30:34.580374,0 days 00:00:02.428155,0.6359481969527815,0.0812846857757747,6,567,8.832833251913286,5.160861389357148,0.375434980959282,COMPLETE,0.1
5,0.0018325248053680195,2024-10-26 15:30:34.580536,2024-10-26 15:30:35.095801,0 days 00:00:00.515265,0.6633893047154567,0.0721784966086422,5,101,6.053943187749628,3.5591390694469602,0.9811574306344197,PRUNED,0.1
6,0.0018893585608202933,2024-10-26 15:30:35.095919,2024-10-26 15:30:35.806481,0 days 00:00:00.710562,0.2846394957552536,0.097686650596792,3,211,5.145078136213596,1.89600467265599,0.264803616497353,PRUNED,0.1
7,0.00315974908447911,2024-10-26 15:30:35.806643,2024-10-26 15:30:39.366403,0 days 00:00:03.559760,0.6900569565945722,0.0024145742658341057,6,598,8.017475676558576,8.833458256676462,0.35237978963338634,PRUNED,0.1
8,0.0018933921970203055,2024-10-26 15:30:39.366589,2024-10-26 15:30:40.584504,0 days 00:00:01.217915,0.287407771124541,0.07080607627998607,9,157,5.028163469445376,4.495558154816177,0.8168285259220535,PRUNED,0.1
9,0.00182648763506822,2024-10-26 15:30:40.584620,2024-10-26 15:30:41.588097,0 days 00:00:01.003477,0.6365144817749786,0.05211658273869597,9,129,6.077868636329848,4.550492259103082,0.5342385608540594,PRUNED,0.1
10,0.0018130804033886288,2024-10-26 15:30:41.588225,2024-10-26 15:30:47.013155,0 days 00:00:05.424930,0.46443297453404286,0.03111900733386372,7,935,2.1522916564387824,9.966319389679644,0.2310135065584546,PRUNED,0.1
11,0.0017328842208622134,2024-10-26 15:30:47.013280,2024-10-26 15:30:50.672919,0 days 00:00:03.659639,0.988583274071146,0.045008279865151005,7,574,9.977764821843946,2.4327187553902436,0.7073314283242357,COMPLETE,0.1
12,0.0017318194002524465,2024-10-26 15:30:50.673090,2024-10-26 15:30:54.518171,0 days 00:00:03.845081,0.9837039712331295,0.03226233597209704,6,656,9.96794038286516,2.2470721659746076,0.7581530887456273,COMPLETE,0.1
13,0.0017463745804143535,2024-10-26 15:30:54.518351,2024-10-26 15:30:58.407138,0 days 00:00:03.888787,0.7939083072152779,0.023004400296002994,5,731,8.573378286339892,0.01742111806519331,0.4811592852931586,PRUNED,0.1
14,0.0017436538269604007,2024-10-26 15:30:58.407255,2024-10-26 15:31:01.053498,0 days 00:00:02.646243,0.4847961099113713,0.032577271640712495,6,426,8.149441381467566,6.469660169324429,0.7978480873529197,PRUNED,0.1
15,0.001826761471564644,2024-10-26 15:31:01.053615,2024-10-26 15:31:04.457855,0 days 00:00:03.404240,0.45700252165872957,0.08115934003658998,4,714,0.24774117828292397,3.1733115570822203,0.37057766646644136,PRUNED,0.1
16,0.001965418533019018,2024-10-26 15:31:04.457973,2024-10-26 15:31:06.586166,0 days 00:00:02.128193,0.7740511722535109,0.012618835418716431,7,332,7.303235936751829,7.80140885315323,0.5598382274033918,PRUNED,0.1
17,0.0017450275404258416,2024-10-26 15:31:06.586296,2024-10-26 15:31:10.176485,0 days 00:00:03.590189,0.9467288458489963,0.04182825789561833,4,659,8.974113816968842,5.882960003697143,0.8557447441529601,PRUNED,0.1
18,0.0018494182067519032,2024-10-26 15:31:10.176604,2024-10-26 15:31:15.430986,0 days 00:00:05.254382,0.39068229969985757,0.0847768105047414,6,887,7.280130654117116,5.007163015293771,0.6164164142884145,PRUNED,0.1
19,0.0017601712090007271,2024-10-26 15:31:15.431109,2024-10-26 15:31:18.002448,0 days 00:00:02.571339,0.7470863268377237,0.020573884058471208,6,482,9.247565495665215,1.1682274949513143,0.3298800662248285,PRUNED,0.1
0,0.0029400981184339566,2024-10-26 15:31:21.087749,2024-10-26 15:31:22.483463,0 days 00:00:01.395714,0.9798855891262286,0.025807854991457168,3,353,3.826899984319748,0.1824282968543012,0.2737377755599318,COMPLETE,0.2
1,0.0027629751465999878,2024-10-26 15:31:22.483628,2024-10-26 15:31:26.792517,0 days 00:00:04.308889,0.5093164520007509,0.02606242870034798,5,801,5.598725263166191,3.3935736336629723,0.5196810923829475,COMPLETE,0.2
2,0.0028035380388685962,2024-10-26 15:31:26.792684,2024-10-26 15:31:30.950897,0 days 00:00:04.158213,0.743715727025506,0.040586341548780415,3,981,1.0291442713427674,4.98455269765555,0.41962094146009155,COMPLETE,0.2
3,0.0028588265052224395,2024-10-26 15:31:30.951065,2024-10-26 15:31:32.790406,0 days 00:00:01.839341,0.7602332450758797,0.029517178179058648,7,308,3.6543210916684505,8.246326440599633,0.24497139439720927,COMPLETE,0.2
4,0.0027733665926104514,2024-10-26 15:31:32.790575,2024-10-26 15:31:37.226446,0 days 00:00:04.435871,0.9942501913969274,0.0420289945332796,4,766,7.19875663551356,4.511717040793402,0.9790390423998359,COMPLETE,0.2
5,0.0027637547360357703,2024-10-26 15:31:37.226613,2024-10-26 15:31:42.103004,0 days 00:00:04.876391,0.7728776134999817,0.03255090031030827,5,925,2.680737192416048,3.2826241296022034,0.4601446461353085,COMPLETE,0.2
6,0.0027861227410559903,2024-10-26 15:31:42.103174,2024-10-26 15:31:44.562797,0 days 00:00:02.459623,0.6656403508375219,0.08021482549519869,4,385,4.959934794397327,6.396356536043744,0.9744331619798071,COMPLETE,0.2
7,0.0028272459340554653,2024-10-26 15:31:44.562985,2024-10-26 15:31:47.533903,0 days 00:00:02.970918,0.4838141938625822,0.05667566067301341,4,543,5.164243525039529,9.592182928086551,0.7254495138707766,PRUNED,0.2
8,0.003967887797720706,2024-10-26 15:31:47.534021,2024-10-26 15:31:48.920440,0 days 00:00:01.386419,0.631087349842762,0.008227225604110414,3,282,5.063989741051464,1.6248963954936622,0.7476875645113581,PRUNED,0.2
9,0.003003302905985991,2024-10-26 15:31:48.920558,2024-10-26 15:31:49.813473,0 days 00:00:00.892915,0.27827129502219866,0.07877465296760303,4,176,5.710518356474001,1.3766660005582596,0.564862332384473,PRUNED,0.2
10,0.0067645295337406975,2024-10-26 15:31:49.813594,2024-10-26 15:31:55.474799,0 days 00:00:05.661205,0.4026212707818553,0.0008628319937657621,9,705,9.196513473402149,6.644824556153844,0.7331432606522916,PRUNED,0.2
11,0.0028366823740141028,2024-10-26 15:31:55.474917,2024-10-26 15:32:01.920024,0 days 00:00:06.445107,0.8324309911034098,0.05955121666919358,6,994,1.3081713848763536,3.1738612955124634,0.5238439318978361,PRUNED,0.2
12,0.0028146310582244675,2024-10-26 15:32:01.920261,2024-10-26 15:32:06.707975,0 days 00:00:04.787714,0.5210795651241256,0.01563823420763465,6,814,2.8858099126982872,3.8115784693428667,0.433771470693588,PRUNED,0.2
13,0.0028067314123634414,2024-10-26 15:32:06.708092,2024-10-26 15:32:11.993772,0 days 00:00:05.285680,0.3291363393568614,0.02519855810159545,7,868,7.562019973630656,2.709490865117541,0.41802308007772526,PRUNED,0.2
14,0.00280549826942572,2024-10-26 15:32:11.993889,2024-10-26 15:32:15.880169,0 days 00:00:03.886280,0.5324608419982392,0.09857824293787887,5,646,2.309909039821104,6.575685840099851,0.6402041750336241,PRUNED,0.2
15,0.0027438171517698918,2024-10-26 15:32:15.880289,2024-10-26 15:32:18.589206,0 days 00:00:02.708917,0.869461923133872,0.041066828876894966,5,539,6.9709104905152035,2.1282173236654733,0.3430388894861805,COMPLETE,0.2
16,0.0027726033135119844,2024-10-26 15:32:18.589376,2024-10-26 15:32:21.754394,0 days 00:00:03.165018,0.8919022475288026,0.0505275199113866,7,527,7.041222166995851,1.7447034693646093,0.33679637153701125,COMPLETE,0.2
17,0.002965235103135101,2024-10-26 15:32:21.754568,2024-10-26 15:32:24.910474,0 days 00:00:03.155906,0.2204267445156568,0.06663129327975999,5,642,9.619748676364946,0.21211700246689613,0.32463765046320947,PRUNED,0.2
18,0.002848383106656521,2024-10-26 15:32:24.910597,2024-10-26 15:32:27.870939,0 days 00:00:02.960342,0.4370410088977768,0.016694652869128253,9,441,8.52562184554599,2.5620730040004216,0.2034363843433948,PRUNED,0.2
19,0.0027896228004456332,2024-10-26 15:32:27.871061,2024-10-26 15:32:31.359191,0 days 00:00:03.488130,0.5921736599075489,0.04233940630667753,8,460,6.06202207498025,5.781033429018337,0.6414555725522479,PRUNED,0.2
0,0.0037494186033786335,2024-10-26 15:32:34.052022,2024-10-26 15:32:41.591334,0 days 00:00:07.539312,0.6086263637196792,0.09977563508755043,9,977,3.9610447582867003,7.075471796511762,0.25868256054205746,COMPLETE,0.3
1,0.0037292144803343736,2024-10-26 15:32:41.591503,2024-10-26 15:32:44.455512,0 days 00:00:02.864009,0.22757577827243508,0.0783810233179477,4,489,4.477886351529942,4.189082453756222,0.9685742580677559,COMPLETE,0.3
2,0.003901600744301097,2024-10-26 15:32:44.455681,2024-10-26 15:32:45.537235,0 days 00:00:01.081554,0.4319712350897252,0.024970615810982758,8,138,1.012802672406469,4.0812531280011966,0.832460533629364,COMPLETE,0.3
3,0.00522210892013037,2024-10-26 15:32:45.537408,2024-10-26 15:32:46.038439,0 days 00:00:00.501031,0.71391833901495,0.016391727817417195,4,109,3.8609442441945876,9.612510170270651,0.3542468637057512,COMPLETE,0.3
4,0.003530686620390877,2024-10-26 15:32:46.038623,2024-10-26 15:32:47.264156,0 days 00:00:01.225533,0.8775795796807448,0.08313860588146223,4,216,3.0705276465798317,8.852959070621228,0.8519720412916577,COMPLETE,0.3
5,0.0036821830642085065,2024-10-26 15:32:47.264325,2024-10-26 15:32:48.779907,0 days 00:00:01.515582,0.7557457898254869,0.01417250917880447,4,288,6.285190249067315,9.028722519497757,0.8307704430401991,COMPLETE,0.3
6,0.0035917524087663226,2024-10-26 15:32:48.780077,2024-10-26 15:32:50.678957,0 days 00:00:01.898880,0.3059292731227318,0.07311369785132307,4,413,2.470981761695519,1.3800212344682208,0.3394875696542423,COMPLETE,0.3
7,0.0034264761416713677,2024-10-26 15:32:50.679136,2024-10-26 15:32:52.542767,0 days 00:00:01.863631,0.8971576080721235,0.055899933139642775,5,306,7.818445361002514,0.6178934449565332,0.7974902365217823,COMPLETE,0.3
8,0.0034823219047183376,2024-10-26 15:32:52.542949,2024-10-26 15:32:57.585446,0 days 00:00:05.042497,0.793490010073078,0.03185623104837045,6,870,1.8863320530883234,3.9193582521617314,0.36198595094798486,COMPLETE,0.3
9,0.003558296605693835,2024-10-26 15:32:57.585619,2024-10-26 15:33:01.597493,0 days 00:00:04.011874,0.672261918043833,0.057891783175938016,9,495,7.760585272100106,3.539546110085863,0.6322137672455339,COMPLETE,0.3
10,0.0034325485112651206,2024-10-26 15:33:01.597680,2024-10-26 15:33:05.516394,0 days 00:00:03.918714,0.9945333339479727,0.04826340201840991,6,674,8.606445233987774,0.09491055602787846,0.5939532030587386,COMPLETE,0.3
11,0.0033647270769292647,2024-10-26 15:33:05.516566,2024-10-26 15:33:09.711698,0 days 00:00:04.195132,0.951513664467033,0.045320327889465876,6,707,9.93763956619151,0.5532727169008714,0.6043412083168063,COMPLETE,0.3
12,0.0034599112721416334,2024-10-26 15:33:09.711870,2024-10-26 15:33:14.342155,0 days 00:00:04.630285,0.960943677126268,0.046818622405216295,7,720,9.854084236311207,1.8226856424518862,0.6277357097829322,COMPLETE,0.3
13,0.003409211765909664,2024-10-26 15:33:14.342328,2024-10-26 15:33:18.134450,0 days 00:00:03.792122,0.8753187031036779,0.061985629377217986,6,642,6.928981634089899,1.8843123270873927,0.5349059580523614,COMPLETE,0.3
14,0.0034468607142907207,2024-10-26 15:33:18.134631,2024-10-26 15:33:22.614344,0 days 00:00:04.479713,0.49945669176216684,0.03624939139688748,7,677,5.851411158917789,2.6263054993603805,0.4956932296968997,COMPLETE,0.3
15,0.0034652199686474447,2024-10-26 15:33:22.614516,2024-10-26 15:33:27.775079,0 days 00:00:05.160563,0.8536410944699229,0.06751922277551442,7,798,9.630622245448453,5.874076137119861,0.5133380504750145,COMPLETE,0.3
16,0.0033899687582914354,2024-10-26 15:33:27.775268,2024-10-26 15:33:31.435742,0 days 00:00:03.660474,0.8210551436043181,0.04096824705033742,5,616,6.64244423635347,2.3095855710893947,0.7342165797512448,COMPLETE,0.3
17,0.003623432724803839,2024-10-26 15:33:31.435924,2024-10-26 15:33:34.729469,0 days 00:00:03.293545,0.5525178956570063,0.04104311001878167,3,567,5.689888068337724,2.6032360318724796,0.7262795711370433,PRUNED,0.3
18,0.0033824235168828645,2024-10-26 15:33:34.729707,2024-10-26 15:33:39.948037,0 days 00:00:05.218330,0.8019113796291066,0.028448651734233565,5,815,8.453647224561916,0.9167181231250039,0.6983050657654235,COMPLETE,0.3
19,0.009237771991237686,2024-10-26 15:33:39.948224,2024-10-26 15:33:45.992276,0 days 00:00:06.044052,0.6650206889074735,0.0006171050148560293,5,889,8.7798755492909,6.300553991212699,0.9940831832214813,PRUNED,0.3
0,0.003970661260512973,2024-10-26 15:33:50.166521,2024-10-26 15:33:53.223082,0 days 00:00:03.056561,0.4046989213467401,0.015987229174019704,7,517,4.875887954128521,5.855337608795282,0.2532665936779142,COMPLETE,0.4
1,0.005916610671959752,2024-10-26 15:33:53.223271,2024-10-26 15:33:57.759220,0 days 00:00:04.535949,0.49776200739589876,0.002382882250377358,6,692,5.949546939274076,5.120688448090998,0.6797715778256305,COMPLETE,0.4
2,0.00386913139101777,2024-10-26 15:33:57.759636,2024-10-26 15:34:02.698947,0 days 00:00:04.939311,0.4468255945079531,0.02968653572835004,6,885,5.323884209827898,9.309396482518066,0.25483808307739547,COMPLETE,0.4
3,0.0039829085034420045,2024-10-26 15:34:02.699333,2024-10-26 15:34:06.843271,0 days 00:00:04.143938,0.7698521979938545,0.08476163595822114,7,500,3.2031722731452947,0.6222438911062942,0.874120280161463,COMPLETE,0.4
4,0.004079616179667056,2024-10-26 15:34:06.843438,2024-10-26 15:34:13.194427,0 days 00:00:06.350989,0.6000517212122145,0.08822343785347515,7,802,3.1122056918269494,1.2437875197551482,0.9075877826549794,COMPLETE,0.4
5,0.00379228748721186,2024-10-26 15:34:13.195960,2024-10-26 15:34:15.038759,0 days 00:00:01.842799,0.5547145289528862,0.08655034186326603,6,329,5.481207789709562,2.54069021037389,0.3430251074904318,COMPLETE,0.4
6,0.003961689431705876,2024-10-26 15:34:15.038963,2024-10-26 15:34:21.027850,0 days 00:00:05.988887,0.4950581460996766,0.08465783371965516,6,899,5.521232138895631,5.975157179918656,0.6492494783042314,COMPLETE,0.4
7,0.0037955034134989347,2024-10-26 15:34:21.028020,2024-10-26 15:34:26.612841,0 days 00:00:05.584821,0.9572291704069011,0.028414595054892525,4,874,8.116182363858458,9.529956339334284,0.9704091373662123,COMPLETE,0.4
8,0.004164155782208689,2024-10-26 15:34:26.613011,2024-10-26 15:34:31.506648,0 days 00:00:04.893637,0.7735709387636638,0.05962318846438381,8,583,1.2363592987349756,8.229886022554343,0.775384428025315,PRUNED,0.4
9,0.004085199985927435,2024-10-26 15:34:31.506934,2024-10-26 15:34:34.359288,0 days 00:00:02.852354,0.5906439073080317,0.06531614084164551,9,355,9.432967430027869,4.701410698596596,0.5721466444863759,PRUNED,0.4
10,0.004918006744757328,2024-10-26 15:34:34.359443,2024-10-26 15:34:34.846682,0 days 00:00:00.487239,0.20432488672679827,0.09951951318221279,3,102,7.527276014061236,2.7303396427160065,0.4333411763113891,PRUNED,0.4
11,0.003922247273428286,2024-10-26 15:34:34.846810,2024-10-26 15:34:36.215200,0 days 00:00:01.368390,0.9972593392427028,0.03695216029636812,4,278,8.663145495130221,3.179327478587794,0.4444308249518133,COMPLETE,0.4
12,0.0038101122707757808,2024-10-26 15:34:36.215598,2024-10-26 15:34:42.528166,0 days 00:00:06.312568,0.9139201392027191,0.044248593859273926,4,997,7.370945472448354,7.504440549073222,0.9884334790699433,COMPLETE,0.4
13,0.003970210524920323,2024-10-26 15:34:42.528341,2024-10-26 15:34:44.489495,0 days 00:00:01.961154,0.7472783458050136,0.023467666555435057,5,362,7.472086842530738,9.94367149465718,0.4083214746902747,PRUNED,0.4
14,0.004510487054143962,2024-10-26 15:34:44.489726,2024-10-26 15:34:45.285913,0 days 00:00:00.796187,0.27096930533537045,0.05981744027502535,3,164,9.865629897416925,2.830854716826279,0.5500304838521475,PRUNED,0.4
15,0.0037869795821861485,2024-10-26 15:34:45.286047,2024-10-26 15:34:48.634471,0 days 00:00:03.348424,0.6560368622079655,0.05116027698942514,5,645,3.668442470290816,3.7366863981052303,0.346506040953759,COMPLETE,0.4
16,0.0037816089297590056,2024-10-26 15:34:48.634660,2024-10-26 15:34:52.047657,0 days 00:00:03.412997,0.6397714231329933,0.07314431879780997,5,662,3.477810512037436,1.7371140115278867,0.35021071528194825,COMPLETE,0.4
17,0.003916724141071348,2024-10-26 15:34:52.047826,2024-10-26 15:34:55.237263,0 days 00:00:03.189437,0.684870432293605,0.07136212258413384,5,679,0.026799005490175887,0.0405114126996744,0.20207462051830657,PRUNED,0.4
18,0.0038091935545053776,2024-10-26 15:34:55.237381,2024-10-26 15:34:58.653897,0 days 00:00:03.416516,0.858694098504825,0.05125925209038212,5,645,3.106105249376058,3.9963677212671374,0.3425021651624381,COMPLETE,0.4
19,0.0038313123556088994,2024-10-26 15:34:58.654087,2024-10-26 15:35:03.025419,0 days 00:00:04.371332,0.6745781160508538,0.0731616371015191,5,765,1.9952640169266391,1.687450370885068,0.5077624997219474,COMPLETE,0.4
0,0.0050900829960517854,2024-10-26 15:35:06.345392,2024-10-26 15:35:07.167840,0 days 00:00:00.822448,0.9105705582325864,0.011661512708508815,3,216,9.099676373957223,2.6446798202579016,0.25864814298362815,COMPLETE,0.5
1,0.004277489196007249,2024-10-26 15:35:07.168019,2024-10-26 15:35:08.830859,0 days 00:00:01.662840,0.3835793115777628,0.029007104632252752,8,228,8.99628186593106,0.9371037532558943,0.8081927084390222,COMPLETE,0.5
2,0.004476756410272827,2024-10-26 15:35:08.831030,2024-10-26 15:35:11.104113,0 days 00:00:02.273083,0.6150209164507923,0.008465391761548174,3,502,6.09865347150504,4.314149236135841,0.6504992149569115,COMPLETE,0.5
3,0.00437531946408242,2024-10-26 15:35:11.104463,2024-10-26 15:35:11.921460,0 days 00:00:00.816997,0.8960449208239641,0.02472317193966873,7,122,1.8387667702757386,6.940278085898785,0.3756301308988409,COMPLETE,0.5
4,0.004080683572334052,2024-10-26 15:35:11.921631,2024-10-26 15:35:16.344231,0 days 00:00:04.422600,0.7975346253352797,0.006941479571183536,6,855,7.022817035801828,7.1097690277897465,0.31039105326120886,COMPLETE,0.5
5,0.0043035134267657245,2024-10-26 15:35:16.344404,2024-10-26 15:35:21.650942,0 days 00:00:05.306538,0.371223152652266,0.09532650447375884,7,735,5.513118155295479,4.048319518231021,0.8956216272220867,COMPLETE,0.5
6,0.004489584032064627,2024-10-26 15:35:21.651117,2024-10-26 15:35:29.353146,0 days 00:00:07.702029,0.4460594009267122,0.09069665320299981,8,896,0.6559922622457321,8.214736223819534,0.7453597421786228,PRUNED,0.5
7,0.004134112596798588,2024-10-26 15:35:29.353302,2024-10-26 15:35:34.627805,0 days 00:00:05.274503,0.3166485838492228,0.03424534460493904,4,951,9.424582736159222,3.670631171268199,0.7059133554285173,COMPLETE,0.5
8,0.004027932972234863,2024-10-26 15:35:34.628002,2024-10-26 15:35:36.160112,0 days 00:00:01.532110,0.545761233571555,0.0804370241625265,4,290,8.720927341054928,3.693083383924233,0.6793306821253259,COMPLETE,0.5
